"Gene name","Ensembl ID","Gene description","Contains canonical RBD","Pfam ID","Protein domains","Pfam Description"
"PUM1","ENSG00000134644","pumilio RNA binding family member 1 [Source:HGNC Symbol;Acc:HGNC:14957]",1,"PF00806","PUF","Pumilio-family RNA binding repeat"
"PUM2","ENSG00000055917","pumilio RNA binding family member 2 [Source:HGNC Symbol;Acc:HGNC:14958]",1,"PF00806","PUF","Pumilio-family RNA binding repeat"
"PURA","ENSG00000185129","purine rich element binding protein A [Source:HGNC Symbol;Acc:HGNC:9701]",1,"PF04845","PurA","PurA ssDNA and RNA-binding protein"
"PURB","ENSG00000146676","purine rich element binding protein B [Source:HGNC Symbol;Acc:HGNC:9702]",1,"PF04845","PurA","PurA ssDNA and RNA-binding protein"
"PURG","ENSG00000172733","purine rich element binding protein G [Source:HGNC Symbol;Acc:HGNC:17930]",1,"PF04845","PurA","PurA ssDNA and RNA-binding protein"
"PUS1","ENSG00000177192","pseudouridylate synthase 1 [Source:HGNC Symbol;Acc:HGNC:15508]",1,"PF01416","PseudoU_synth_1","tRNA pseudouridine synthase"
"PUS3","ENSG00000110060","pseudouridylate synthase 3 [Source:HGNC Symbol;Acc:HGNC:25461]",1,"PF01416","PseudoU_synth_1","tRNA pseudouridine synthase"
"PUS7","ENSG00000091127","pseudouridylate synthase 7 (putative) [Source:HGNC Symbol;Acc:HGNC:26033]",1,"PF01142","TruD","tRNA pseudouridine synthase D (TruD)"
"PUS7L","ENSG00000129317","pseudouridylate synthase 7 like [Source:HGNC Symbol;Acc:HGNC:25276]",1,"PF01142","TruD","tRNA pseudouridine synthase D (TruD)"
"PUSL1","ENSG00000169972","pseudouridylate synthase-like 1 [Source:HGNC Symbol;Acc:HGNC:26914]",1,"PF01416","PseudoU_synth_1","tRNA pseudouridine synthase"
"PWP1","ENSG00000136045","PWP1 homolog, endonuclein [Source:HGNC Symbol;Acc:HGNC:17015]",1,"PF00400","WD40","WD domain, G-beta repeat"
"PWP2","ENSG00000241945","PWP2 periodic tryptophan protein homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:9711]",1,"PF04003|PF00400","WD40","WD domain, G-beta repeat"
"QARS","ENSG00000172053","glutaminyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:9751]",1,"PF03950|PF00749|PF04558|PF04557","tRNA-synt_1c_C|tRNA-synt_1c|tRNA_synt_1c_R1|tRNA_synt_1c_R2","tRNA synthetases class I (E and Q), anti-codon binding domain|tRNA synthetases class I (E and Q), catalytic domain|Glutaminyl-tRNA synthetase, non-specific RNA binding region part 1|Glutaminyl-tRNA synthetase, non-specific RNA binding region part 2"
"QKI","ENSG00000112531","QKI, KH domain containing RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]",1,"PF16544|PF00013|PF16551","STAR_dimer|KH_1","Homodimerisation region of STAR domain protein|KH domain"
"R3HCC1","ENSG00000104679","R3H domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:27329]",1,"PF01424","R3H","R3H domain"
"R3HDM1","ENSG00000048991","R3H domain containing 1 [Source:HGNC Symbol;Acc:HGNC:9757]",1,"PF12752|PF01424","R3H","R3H domain"
"R3HDM2","ENSG00000179912","R3H domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29167]",1,"PF01424|PF12752","R3H","R3H domain"
"RACK1","ENSG00000204628","receptor for activated C kinase 1 [Source:HGNC Symbol;Acc:HGNC:4399]",1,"PF00400","WD40","WD domain, G-beta repeat"
"RAE1","ENSG00000101146","ribonucleic acid export 1 [Source:HGNC Symbol;Acc:HGNC:9828]",1,"PF00400","WD40","WD domain, G-beta repeat"
"RALY","ENSG00000125970","RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RALYL","ENSG00000184672","RALY RNA binding protein-like [Source:HGNC Symbol;Acc:HGNC:27036]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RAVER1","ENSG00000161847","ribonucleoprotein, PTB binding 1 [Source:HGNC Symbol;Acc:HGNC:30296]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RAVER2","ENSG00000162437","ribonucleoprotein, PTB binding 2 [Source:HGNC Symbol;Acc:HGNC:25577]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBBP4","ENSG00000162521","RB binding protein 4, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9887]",1,"PF12265|PF00400","CAF1C_H4-bd|WD40","Histone-binding protein RBBP4 or subunit C of CAF1 complex|WD domain, G-beta repeat"
"RBBP5","ENSG00000117222","RB binding protein 5, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:9888]",1,"PF00400","WD40","WD domain, G-beta repeat"
"RBBP7","ENSG00000102054","RB binding protein 7, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9890]",1,"PF00400|PF12265","WD40|CAF1C_H4-bd","WD domain, G-beta repeat|Histone-binding protein RBBP4 or subunit C of CAF1 complex"
"RBFOX1","ENSG00000078328","RNA binding protein, fox-1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18222]",1,"PF00076|PF12414","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBFOX2","ENSG00000100320|ENSG00000277564","RNA binding protein, fox-1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:9906]",1,"PF12414|PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBFOX3","ENSG00000167281","RNA binding protein, fox-1 homolog 3 [Source:HGNC Symbol;Acc:HGNC:27097]",1,"PF00076|PF12414","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM10","ENSG00000182872","RNA binding motif protein 10 [Source:HGNC Symbol;Acc:HGNC:9896]",1,"PF00641|PF00076|PF01585","zf-RanBP|RRM_1","Zn-finger in Ran binding protein and others|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM11","ENSG00000185272","RNA binding motif protein 11 [Source:HGNC Symbol;Acc:HGNC:9897]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM12","ENSG00000244462","RNA binding motif protein 12 [Source:HGNC Symbol;Acc:HGNC:9898]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM12B","ENSG00000183808","RNA binding motif protein 12B [Source:HGNC Symbol;Acc:HGNC:32310]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM14","ENSG00000239306","RNA binding motif protein 14 [Source:HGNC Symbol;Acc:HGNC:14219]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM15","ENSG00000162775","RNA binding motif protein 15 [Source:HGNC Symbol;Acc:HGNC:14959]",1,"PF00076|PF07744","RRM_1|SPOC","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|SPOC domain"
"RBM15B","ENSG00000259956","RNA binding motif protein 15B [Source:HGNC Symbol;Acc:HGNC:24303]",1,"PF07744|PF00076","SPOC|RRM_1","SPOC domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM17","ENSG00000134453","RNA binding motif protein 17 [Source:HGNC Symbol;Acc:HGNC:16944]",1,"PF00076|PF01585","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM18","ENSG00000119446","RNA binding motif protein 18 [Source:HGNC Symbol;Acc:HGNC:28413]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM19","ENSG00000122965","RNA binding motif protein 19 [Source:HGNC Symbol;Acc:HGNC:29098]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM22","ENSG00000086589","RNA binding motif protein 22 [Source:HGNC Symbol;Acc:HGNC:25503]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM23","ENSG00000100461","RNA binding motif protein 23 [Source:HGNC Symbol;Acc:HGNC:20155]",1,"PF00076|PF15519","RRM_1|RBM39linker","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|linker between RRM2 and RRM3 domains in RBM39 protein"
"RBM24","ENSG00000112183","RNA binding motif protein 24 [Source:HGNC Symbol;Acc:HGNC:21539]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM25","ENSG00000119707","RNA binding motif protein 25 [Source:HGNC Symbol;Acc:HGNC:23244]",1,"PF01480|PF00076","PWI|RRM_1","PWI domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM26","ENSG00000139746","RNA binding motif protein 26 [Source:HGNC Symbol;Acc:HGNC:20327]",1,"PF00076|PF01480","RRM_1|PWI","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|PWI domain"
"RBM27","ENSG00000091009","RNA binding motif protein 27 [Source:HGNC Symbol;Acc:HGNC:29243]",1,"PF00642|PF01480","zf-CCCH|PWI","Zinc finger C-x8-C-x5-C-x3-H type (and similar)|PWI domain"
"RBM28","ENSG00000106344","RNA binding motif protein 28 [Source:HGNC Symbol;Acc:HGNC:21863]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM3","ENSG00000102317","RNA binding motif (RNP1, RRM) protein 3 [Source:HGNC Symbol;Acc:HGNC:9900]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM33","ENSG00000184863","RNA binding motif protein 33 [Source:HGNC Symbol;Acc:HGNC:27223]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM34","ENSG00000188739","RNA binding motif protein 34 [Source:HGNC Symbol;Acc:HGNC:28965]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM38","ENSG00000132819","RNA binding motif protein 38 [Source:HGNC Symbol;Acc:HGNC:15818]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM39","ENSG00000131051","RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923]",1,"PF00076|PF15519","RRM_1|RBM39linker","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|linker between RRM2 and RRM3 domains in RBM39 protein"
"RBM4","ENSG00000173933","RNA binding motif protein 4 [Source:HGNC Symbol;Acc:HGNC:9901]",1,"PF00076|PF00098","RRM_1|zf-CCHC","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Zinc knuckle"
"RBM41","ENSG00000089682","RNA binding motif protein 41 [Source:HGNC Symbol;Acc:HGNC:25617]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM42","ENSG00000126254","RNA binding motif protein 42 [Source:HGNC Symbol;Acc:HGNC:28117]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM44","ENSG00000177483","RNA binding motif protein 44 [Source:HGNC Symbol;Acc:HGNC:24756]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM45","ENSG00000155636","RNA binding motif protein 45 [Source:HGNC Symbol;Acc:HGNC:24468]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM46","ENSG00000151962","RNA binding motif protein 46 [Source:HGNC Symbol;Acc:HGNC:28401]",1,"PF14709|PF00076","DND1_DSRM|RRM_1","double strand RNA binding domain from DEAD END PROTEIN 1|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM47","ENSG00000163694","RNA binding motif protein 47 [Source:HGNC Symbol;Acc:HGNC:30358]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM4B","ENSG00000173914","RNA binding motif protein 4B [Source:HGNC Symbol;Acc:HGNC:28842]",1,"PF00076|PF00098","RRM_1|zf-CCHC","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Zinc knuckle"
"RBM5","ENSG00000003756","RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]",1,"PF01585|PF00076|PF00641","RRM_1|zf-RanBP","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Zn-finger in Ran binding protein and others"
"RBM6","ENSG00000004534","RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903]",1,"PF01585",NA,NA
"RBM7","ENSG00000076053","RNA binding motif protein 7 [Source:HGNC Symbol;Acc:HGNC:9904]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBM8A","ENSG00000265241","RNA binding motif protein 8A [Source:HGNC Symbol;Acc:HGNC:9905]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBMS1","ENSG00000153250","RNA binding motif single stranded interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9907]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBMS2","ENSG00000076067","RNA binding motif single stranded interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9909]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBMS3","ENSG00000144642","RNA binding motif single stranded interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:13427]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBMX","ENSG00000147274","RNA binding motif protein, X-linked [Source:HGNC Symbol;Acc:HGNC:9910]",1,"PF00076|PF08081","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBMX2","ENSG00000134597","RNA binding motif protein, X-linked 2 [Source:HGNC Symbol;Acc:HGNC:24282]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBMXL1","ENSG00000213516","RNA binding motif protein, X-linked like 1 [Source:HGNC Symbol;Acc:HGNC:25073]",1,"PF00076|PF08081","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBMXL2","ENSG00000170748","RNA binding motif protein, X-linked like 2 [Source:HGNC Symbol;Acc:HGNC:17886]",1,"PF08081|PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBMXL3","ENSG00000175718","RNA binding motif protein, X-linked like 3 [Source:HGNC Symbol;Acc:HGNC:26859]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBMY1A1","ENSG00000234414","RNA binding motif protein, Y-linked, family 1, member A1 [Source:HGNC Symbol;Acc:HGNC:9912]",1,"PF08081|PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBMY1B","ENSG00000242875","RNA binding motif protein, Y-linked, family 1, member B [Source:HGNC Symbol;Acc:HGNC:23914]",1,"PF08081|PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBMY1D","ENSG00000244395","RNA binding motif protein, Y-linked, family 1, member D [Source:HGNC Symbol;Acc:HGNC:23915]",1,"PF00076|PF08081","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBMY1E","ENSG00000242389","RNA binding motif protein, Y-linked, family 1, member E [Source:HGNC Symbol;Acc:HGNC:23916]",1,"PF00076|PF08081","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBMY1F","ENSG00000169800","RNA binding motif protein, Y-linked, family 1, member F [Source:HGNC Symbol;Acc:HGNC:23974]",1,"PF00076|PF08081","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBMY1J","ENSG00000226941","RNA binding motif protein, Y-linked, family 1, member J [Source:HGNC Symbol;Acc:HGNC:23917]",1,"PF00076|PF08081","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBPMS","ENSG00000157110","RNA binding protein with multiple splicing [Source:HGNC Symbol;Acc:HGNC:19097]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RBPMS2","ENSG00000166831","RNA binding protein with multiple splicing 2 [Source:HGNC Symbol;Acc:HGNC:19098]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RC3H1","ENSG00000135870","ring finger and CCCH-type domains 1 [Source:HGNC Symbol;Acc:HGNC:29434]",1,"PF13445|PF00642","zf-RING_UBOX|zf-CCCH","RING-type zinc-finger|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"RC3H2","ENSG00000056586","ring finger and CCCH-type domains 2 [Source:HGNC Symbol;Acc:HGNC:21461]",1,"PF13445|PF00642","zf-RING_UBOX|zf-CCCH","RING-type zinc-finger|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"RCL1","ENSG00000120158","RNA terminal phosphate cyclase like 1 [Source:HGNC Symbol;Acc:HGNC:17687]",1,"PF05189|PF01137","RTC_insert|RTC","RNA 3'-terminal phosphate cyclase (RTC), insert domain|RNA 3'-terminal phosphate cyclase"
"RECQL","ENSG00000004700","RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]",1,"PF16124|PF00271|PF00270","RecQ_Zn_bind|Helicase_C|DEAD","RecQ zinc-binding|Helicase conserved C-terminal domain|DEAD/DEAH box helicase"
"REPIN1","ENSG00000214022","replication initiator 1 [Source:HGNC Symbol;Acc:HGNC:17922]",1,"PF00096","zf-C2H2","Zinc finger, C2H2 type"
"REXO2","ENSG00000076043","RNA exonuclease 2 [Source:HGNC Symbol;Acc:HGNC:17851]",1,"PF00929","RNase_T","Exonuclease"
"REXO4","ENSG00000148300|ENSG00000280706","REX4 homolog, 3'-5' exonuclease [Source:HGNC Symbol;Acc:HGNC:12820]",1,"PF00929","RNase_T","Exonuclease"
"RNF113A","ENSG00000125352","ring finger protein 113A [Source:HGNC Symbol;Acc:HGNC:12974]",1,"PF13920|PF00642","zf-C3HC4_3|zf-CCCH","Zinc finger, C3HC4 type (RING finger)|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"RNF113B","ENSG00000139797","ring finger protein 113B [Source:HGNC Symbol;Acc:HGNC:17267]",1,"PF13920|PF00642","zf-C3HC4_3|zf-CCCH","Zinc finger, C3HC4 type (RING finger)|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"RNF17","ENSG00000132972","ring finger protein 17 [Source:HGNC Symbol;Acc:HGNC:10060]",1,"PF00567","TUDOR","Tudor domain"
"RNF213","ENSG00000173821","ring finger protein 213 [Source:HGNC Symbol;Acc:HGNC:14539]",1,"PF00097","zf-C3HC4","Zinc finger, C3HC4 type (RING finger)"
"RNPC3","ENSG00000185946","RNA binding region (RNP1, RRM) containing 3 [Source:HGNC Symbol;Acc:HGNC:18666]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RNPS1","ENSG00000205937","RNA binding protein with serine rich domain 1 [Source:HGNC Symbol;Acc:HGNC:10080]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"RP11-529K1.3","ENSG00000260537","",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"RPA1","ENSG00000132383","replication protein A1 [Source:HGNC Symbol;Acc:HGNC:10289]",1,"PF04057|PF08646|PF01336|PF16900","Rep-A_N|Rep_fac-A_C|tRNA_anti-codon|REPA_OB_2","Replication factor-A protein 1, N-terminal domain|Replication factor-A C terminal domain|OB-fold nucleic acid binding domain|Replication protein A OB domain"
"RPF1","ENSG00000117133","ribosome production factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:30350]",1,"PF04427","Brix","Brix domain"
"RPF2","ENSG00000197498","ribosome production factor 2 homolog [Source:HGNC Symbol;Acc:HGNC:20870]",1,"PF04427","Brix","Brix domain"
"RPL12","ENSG00000197958","ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10302]",1,"PF03946|PF00298","Ribosomal_L11_N|Ribosomal_L11","Ribosomal protein L11, N-terminal domain|Ribosomal protein L11, RNA binding domain"
"RPL8","ENSG00000161016","ribosomal protein L8 [Source:HGNC Symbol;Acc:HGNC:10368]",1,"PF00181|PF03947","Ribosomal_L2|Ribosomal_L2_C","Ribosomal Proteins L2, RNA binding domain|Ribosomal Proteins L2, C-terminal domain"
"RPP21","ENSG00000239865|ENSG00000239927|ENSG00000241370|ENSG00000241779|ENSG00000241863|ENSG00000242726|ENSG00000243009","ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300]",1,"PF04032","Rpr2","RNAse P Rpr2/Rpp21/SNM1 subunit domain"
"RPP25","ENSG00000178718","ribonuclease P/MRP subunit p25 [Source:HGNC Symbol;Acc:HGNC:30361]",1,"PF01918","Alba","Alba"
"RPP25L","ENSG00000164967","ribonuclease P/MRP subunit p25 like [Source:HGNC Symbol;Acc:HGNC:19909]",1,"PF01918","Alba","Alba"
"RPP30","ENSG00000148688","ribonuclease P/MRP subunit p30 [Source:HGNC Symbol;Acc:HGNC:17688]",1,"PF01876","RNase_P_p30","RNase P subunit p30"
"RPS10","ENSG00000124614","ribosomal protein S10 [Source:HGNC Symbol;Acc:HGNC:10383]",1,"PF03501","S10_plectin","Plectin/S10 domain"
"RPS3","ENSG00000149273","ribosomal protein S3 [Source:HGNC Symbol;Acc:HGNC:10420]",1,"PF07650|PF00189","KH_2|Ribosomal_S3_C","KH domain|Ribosomal protein S3, C-terminal domain"
"RPS4X","ENSG00000198034","ribosomal protein S4, X-linked [Source:HGNC Symbol;Acc:HGNC:10424]",1,"PF16121|PF01479|PF08071|PF00900|PF00467","40S_S4_C|S4|RS4NT|Ribosomal_S4e|KOW","40S ribosomal protein S4 C-terminus|S4 domain|RS4NT (NUC023) domain|Ribosomal family S4e|KOW motif"
"RPS9","ENSG00000170889|ENSG00000274646|ENSG00000274950|ENSG00000278270","ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]",1,"PF00163|PF01479","Ribosomal_S4|S4","Ribosomal protein S4/S9 N-terminal domain|S4 domain"
"RPTOR","ENSG00000141564","regulatory associated protein of MTOR complex 1 [Source:HGNC Symbol;Acc:HGNC:30287]",1,"PF14538|PF02985|PF00400","HEAT|WD40","HEAT repeat|WD domain, G-beta repeat"
"RPUSD1","ENSG00000007376","RNA pseudouridylate synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]",1,"PF00849","PseudoU_synth_2","RNA pseudouridylate synthase"
"RPUSD2","ENSG00000166133","RNA pseudouridylate synthase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24180]",1,"PF00849","PseudoU_synth_2","RNA pseudouridylate synthase"
"RPUSD3","ENSG00000156990","RNA pseudouridylate synthase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28437]",1,"PF00849","PseudoU_synth_2","RNA pseudouridylate synthase"
"RPUSD4","ENSG00000165526","RNA pseudouridylate synthase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25898]",1,"PF00849","PseudoU_synth_2","RNA pseudouridylate synthase"
"RRP9","ENSG00000114767","ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:16829]",1,"PF00400","WD40","WD domain, G-beta repeat"
"RTCA","ENSG00000137996","RNA 3'-terminal phosphate cyclase [Source:HGNC Symbol;Acc:HGNC:17981]",1,"PF05189|PF01137","RTC_insert|RTC","RNA 3'-terminal phosphate cyclase (RTC), insert domain|RNA 3'-terminal phosphate cyclase"
"SAFB","ENSG00000160633","scaffold attachment factor B [Source:HGNC Symbol;Acc:HGNC:10520]",1,"PF02037|PF00076","SAP|RRM_1","SAP domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SAFB2","ENSG00000130254","scaffold attachment factor B2 [Source:HGNC Symbol;Acc:HGNC:21605]",1,"PF02037|PF00076","SAP|RRM_1","SAP domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SAMD14","ENSG00000167100","sterile alpha motif domain containing 14 [Source:HGNC Symbol;Acc:HGNC:27312]",1,"PF07647","SAM_2","SAM domain (Sterile alpha motif)"
"SAMD4A","ENSG00000020577","sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023]",1,"PF00536","SAM_1","SAM domain (Sterile alpha motif)"
"SAMD4B","ENSG00000179134","sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:HGNC:25492]",1,"PF00536","SAM_1","SAM domain (Sterile alpha motif)"
"SAMHD1","ENSG00000101347","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:15925]",1,"PF07647|PF01966","SAM_2|HD","SAM domain (Sterile alpha motif)|HD domain"
"SARNP","ENSG00000205323","SAP domain containing ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:24432]",1,"PF02037","SAP","SAP domain"
"SART3","ENSG00000075856","squamous cell carcinoma antigen recognized by T-cells 3 [Source:HGNC Symbol;Acc:HGNC:16860]",1,"PF05391|PF00076|PF16605","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SCAF11","ENSG00000139218","SR-related CTD associated factor 11 [Source:HGNC Symbol;Acc:HGNC:10784]",1,"PF13639|PF00097","zf-RING_2|zf-C3HC4","Ring finger domain|Zinc finger, C3HC4 type (RING finger)"
"SCAF4","ENSG00000156304","SR-related CTD associated factor 4 [Source:HGNC Symbol;Acc:HGNC:19304]",1,"PF00076|PF04818","RRM_1|CTD_bind","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|RNA polymerase II-binding domain."
"SCAF8","ENSG00000213079","SR-related CTD associated factor 8 [Source:HGNC Symbol;Acc:HGNC:20959]",1,"PF04818|PF00076","CTD_bind|RRM_1","RNA polymerase II-binding domain.|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SEC13","ENSG00000157020","SEC13 homolog, nuclear pore and COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10697]",1,"PF00400","WD40","WD domain, G-beta repeat"
"SEC23IP","ENSG00000107651","SEC23 interacting protein [Source:HGNC Symbol;Acc:HGNC:17018]",1,"PF00536|PF02862","SAM_1","SAM domain (Sterile alpha motif)"
"SEH1L","ENSG00000085415","SEH1 like nucleoporin [Source:HGNC Symbol;Acc:HGNC:30379]",1,"PF00400","WD40","WD domain, G-beta repeat"
"SERBP1","ENSG00000142864","SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17860]",1,"PF16174|PF04774","IHABP4_N|HABP4_PAI-RBP1","Intracellular hyaluronan-binding protein 4 N-terminal|Hyaluronan / mRNA binding family"
"SETD1A","ENSG00000099381","SET domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29010]",1,"PF00076|PF00856|PF11764","RRM_1|SET","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|SET domain"
"SETD1B","ENSG00000139718","SET domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29187]",1,"PF00856|PF00076|PF11764","SET|RRM_1","SET domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
